Sección;División;Agrupación;Grupo;Epígrafe;Denominación;Alta en I.A.E.
1;6;61;615;;COM. ARTICULOS DE CONSUMO DURADERO;
1;6;61;615;615,1;COM.MAY.VEHICULOS Y SUS ACCESORIOS;Si
1;6;61;615;615,2;COM.MAY. DE MUEBLES;Si
1;6;61;615;615,3;COM. MAY. APARATOS ELECTRODOMESTICOS;Si
1;6;61;615;615,4;COM.MAY.APAR.Y MAT. ELECTRONICO;Si
1;6;61;615;615,5;COMERCIO AL POR MAYOR DE OBRAS DE ARTE;Si
1;6;61;615;615,6;GALERIAS DE ARTE;Si
1;6;61;615;615,9;COM.MAY.OTROS ART. CONSUMO DURADERO NCOP;Si
1;6;61;616;;COM. INTERINDUST. DE LA MINERIA Y QUIM.;
1;6;61;616;616,1;COM.MAY. CARBON;Si
1;6;61;616;616,2;COM.MAY. HIERRO Y ACERO;Si
1;6;61;616;616,3;COM.MAY. MINERALES;Si
1;6;61;616;616,4;COM.MAY. METALES NO FERREOS;Si
1;6;61;616;616,5;COM.MAY. PETROLEO Y LUBRICANTES;Si
1;6;61;616;616,6;COM.MAY.PTOS. QUIMICOS INDUSTRIALES;Si
1;6;61;616;616,9;COM.MAY.PTOS.INTERINDUSTRIALES Y QUIMIC.;Si
1;6;61;617;;OTRO COM. INTERINDUST.(EXC.MINER.Y QUI.);
1;6;61;617;617,1;COM.MAY.FIBRAS TEXTILES BRUTAS;Si
1;6;61;617;617,2;COM.MAY. CUEROS Y PIELES EN BRUTO;Si
1;6;61;617;617,3;COM.MAY. MADERA Y CORCHO;Si
1;6;61;617;617,4;COM.MAY. MATERIALES CONSTRUCCION;Si
1;6;61;617;617,5;COM.MAY. MAQUINARIA PARA MADERA Y METAL;Si
1;6;61;617;617,6;COM.MAY. MAQUINARIA AGRICOLA;Si
1;6;61;617;617,7;COM.MAY. MAQUINARIA TEXTIL;Si
1;6;61;617;617,8;COM.MAY. MAQUINAS Y MATERIAL OFICINA;Si
1;6;61;617;617,9;COM.MAY.INTERINDUSTRIAL EXCEP. QUIMICA;Si
1;6;61;618;;COMERCIALES EXPORT. Y ZONAS FRANCAS;
1;6;61;618;618,1;EXPORTACION TODA CLASE MERCANCIAS;Si
1;6;61;618;618,2;COM.MAY.MERCANCIAS EN ZONAS FRANCAS;Si
1;6;61;619;;OTRO COMERCIO N.C.O.P.;
1;6;61;619;619,1;COM.MAY. JUGUETES Y ARTICULOS DEPORTE;Si
1;6;61;619;619,2;COM.MAY. INSTRUM. MEDICOS Y ORTOPEDICOS;Si
1;6;61;619;619,3;COM.MAY. METALES PRECIOSOS, Y JOYERIA;Si
1;6;61;619;619,4;COM.MAY.PTOS. DE PAPEL Y CARTON;Si
1;6;61;619;619,5;COM.MAY.ART.PAPELERIA Y ESCRITORIO;Si
1;6;61;619;619,6;COM.MAY. LIBROS, PERIODICOS Y REVISTAS;Si
1;6;61;619;619,7;COM.MAY.INSTRUM.PRECISION Y MEDIDA;Si
1;6;61;619;619,8;COMPRA-VENTA DE GANADO;Si
1;6;61;619;619,9;COM.MAY.OTROS PRODUCTOS NCOP;Si
1;6;62;;;RECUPERACION DE PRODUCTOS;
1;6;62;621;;COM.MAY.CHATARRA Y METALES DESECHO;Si
1;6;62;622;;COM.MAY.OTROS PTOS. RECUPERACION;Si
1;6;62;623;;RECUPERACION Y COM. RESIDUOS SIN ESTABL.;Si
1;6;63;;;INTERMEDIARIOS DEL COMERCIO;
1;6;63;631;;INTERMEDIARIOS DEL COMERCIO;Si
1;6;64;;;COMERCIO AL POR MENOR DE PROD. ALIMEN.;
1;6;64;641;;COM.MEN.FRUTAS,VERDURAS;Si
1;6;64;642;;COM. DERIV. CARNE, AVES, CONEJOS Y CAZA;
1;6;64;642;642,1;COM.MEN.CARNES,HUEVOS,CAZA Y GRANJA;Si
1;6;64;642;642,2;COM.MEN.CARNICERIAS-CHARCUTERIAS;Si
1;6;64;642;642,3;COM.MEN.CARNICERIAS-SALCHICHERIAS;Si
1;6;64;642;642,4;COM.MEN.CARNICERIAS;Si
1;6;64;642;642,5;COM.MEN.HUEVOS,AVES,GRANJA Y CAZA;Si
1;6;64;642;642,6;COM.MEN.CASQUERIAS;Si
1;6;64;643;;COM. DERIV. PESCA Y CARACOLES;
1;6;64;643;643,1;COM.MEN.PESCADOS;Si
1;6;64;643;643,2;COM.MEN.BACALAO Y SALAZONES;Si
1;6;64;644;;COM. PAN, PAST., CONF. Y PRODUC. LACTEOS;
1;6;64;644;644,1;COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS;Si
1;6;64;644;644,2;DESPACHOS PAN, PAN ESPECIAL, Y BOLLERIA;Si
1;6;64;644;644,3;COM.MEN.PTOS.PASTELERIA,BOLLERIA;Si
1;6;64;644;644,4;COM.MEN.HELADOS;Si
1;6;64;644;644,5;COM.MEN.BOMBONES Y CARAMELOS;Si
1;6;64;644;644,6;COM.MEN.MASAS FRITAS;Si
1;6;64;645;;COM.MEN.VINOS Y BEBIDAS;Si
1;6;64;646;;COM. TABACOS Y ARTICULOS DE FUMADOR;
1;6;64;646;646,1;COM.MEN.TABACOS EN EXPENDIDURIA;Si
1;6;64;646;646,2;COM.MEN.TABACO EXTENSIONES TRANSITORIAS;Si
1;6;64;646;646,3;COM.MEN.TABACO EXPENDIDURIAS COMPLEMENT.;Si
1;6;64;646;646,4;COM.MEN.TABACO CON VENTA POR RECARGO;Si
1;6;64;646;646,5;COM.MEN.TABACO MAQUINAS AUTOMATICAS;Si
1;6;64;646;646,6;COM.MEN.TABACOS VENTA NO ESTANCADA;Si
1;6;64;646;646,7;COM.MEN.ARTICULOS FUMADORES POR MINUSV.;Si
1;6;64;646;646,8;COM.MEN. ARTICULOS PARA FUMADORES;Si
1;6;64;647;;COM. PROD. ALIMENT. Y BEBIDAS EN GENERAL;
1;6;64;647;647,1;COM.MEN.PTOS.ALIMENTICIOS Y BEBIDAS;Si
1;6;64;647;647,2;COM.MEN.PTOS.ALIMENTICIOS MENOS 120 M2;Si
1;6;64;647;647,3;COM.MEN.PTOS.ALIMENTICIOS 120 - 399 M2;Si
1;6;64;647;647,4;COM.MEN.PTOS.ALIMENTICIOS SUP.400 M2;Si
1;6;64;647;647,5;PTOS.ALIMENTICIOS Y BEB. MAQUINAS;Si
1;6;65;;;COMERCIO AL POR MENOR DE PROD. INDUST.;
1;6;65;651;;COM. PROD.TEXT.,CONF.,CALZ.,PIEL Y CUERO;
1;6;65;651;651,1;COM.MEN.PTOS.TEXTILES PARA EL HOGAR;Si
1;6;65;651;651,2;COM.MEN.PRENDAS DE VESTIR Y TOCADO;Si
1;6;65;651;651,3;COM.MEN.LENCERIA Y CORSETERIA;Si
1;6;65;651;651,4;COM.MEN.MERCERIA Y PAQUETERIA;Si
1;6;65;651;651,5;COM.MEN.PRENDAS ESPECIALES;Si
1;6;65;651;651,6;COM.MEN.CALZADO Y COMPLEMENTOS PIEL;Si
1;6;65;651;651,7;COM.MEN.CONFECCIONES DE PELETERIA;Si
1;6;65;652;;COM. MEDICAM. Y PROD. FARMAC. Y HERBOL.;
1;6;65;652;652,1;FARMACIAS;Si
1;6;65;652;652,2;COM.MEN.PTOS.DROGUERIA,PERFUMERIA;Si
1;6;65;652;652,3;COM.MEN.PTOS.PERFUMERIA Y COSMETICA;Si
1;6;65;652;652,4;COM.MEN.PLANTAS Y HIERBAS,HERBOLARIOS;Si
1;6;65;653;;COM. ART. PARA EQUIP. DE HOGAR Y CONST.;
1;6;65;653;653,1;COM.MEN.MUEBLES (EXCEPTO OFICINA);Si
1;6;65;653;653,2;COM.MEN.APARATOS DE USO DOMESTICO;Si
1;6;65;653;653,3;COM.MEN.ART.MENAJE,FERRETERIA,ADORNO;Si
1;6;65;653;653,4;COM.MEN.MATERIALES DE CONSTRUCCION;Si
1;6;65;653;653,5;COM.MEN.PUERTAS,VENTANAS Y PERSIANAS;Si
1;6;65;653;653,6;COM. MEN. ARTICULOS DE BRICOLAGE;Si
1;6;65;653;653,9;COM.MEN.ART.HOGAR NCOP;Si
1;6;65;654;;COM. VEHIC.,AERONAV.,EMBARC.,ACCES.,REC.;
1;6;65;654;654,1;COM.MEN.VEHICULOS TERRESTRES;Si
1;6;65;654;654,2;COM.MEN.ACCESORIOS Y RECAMBIOS VEHICULOS;Si
1;6;65;654;654,3;COM.MEN.VEHICULOS AEREOS;Si
1;6;65;654;654,4;COM.MEN.VEHICULOS FLUVIALES Y MARITIMOS;Si
1;6;65;654;654,5;COM.MEN.DE TODA CLASE DE MAQUINARIA;Si
1;6;65;654;654,6;COM.MEN.CUBIERTAS,BANDAS Y CAMARAS AIRE;Si
1;6;65;655;;COM. COMBUST., CARBURANTES Y LUBRICANTES;
1;6;65;655;655,1;COM.MEN.COMBUSTIBLES TODAS CLASES;Si
1;6;65;655;655,2;COM.MEN.GASES COMBUSTIBLES;Si
1;6;65;655;655,3;COM.MEN.CARBURANTES Y ACEITES VEHICULOS;Si
1;6;65;656;;COM. MEN. DE BIENES USADOS;Si
1;6;65;657;;COM.MEN. INSTRUMENTOS MUSICA Y ACCESORIO;Si
1;6;65;659;;OTRO COMERCIO AL POR MENOR;
1;6;65;659;659,1;COM.MEN.SELLOS,MONEDAS,MEDALLAS,COLECC.;Si
1;6;65;659;659,2;COM.MEN.MUEBLES Y MAQUINAS DE OFICINA;Si
1;6;65;659;659,3;COM.MEN.APARATOS MEDICOS, ORTOPEDICOS;Si
1;6;65;659;659,4;COM.MEN.LIBROS,PERIODICOS,REVISTAS.;Si
1;6;65;659;659,5;COM.MEN.ART.JOYERIA,RELOJERIA,BISUTERIA;Si
1;6;65;659;659,6;COM.MEN.JUGUETES,ART.DEPORTE,ARMAS...;Si
1;6;65;659;659,7;COM.MEN.SEMILLAS,ABONOS,FLORES,PLANTAS;Si
1;6;65;659;659,8;"COM.MEN.""SEX-SHOP""";Si
1;6;65;659;659,9;COM.MEN.OTROS PTOS. NCOP;Si
1;6;66;;;COMERCIO MIXTO,INTEGRADO,AMB.,EXPOS,CAT.;
1;6;66;661;;COM. MIXTO O INTEGRADO EN GRAND. SUPERF.;
1;6;66;661;661,1;COM.MEN.GRANDES ALMACENES;Si
1;6;66;661;661,2;COM.MEN.EN HIPERMERCADOS;Si
1;6;66;661;661,3;COM.MEN.ALMACENES POPULARES;Si
1;6;66;662;;COMERCIO MIXTO O INTEGRADO AL POR MENOR;
1;6;66;662;662,1;COM.MEN.EN ECONOMATOS Y COOP. DE CONSUMO;Si
1;6;66;662;662,2;COM.MEN.TODA CLASE ART. EN OTROS LOCALES;Si
1;6;66;663;;COM. FUERA DE UN ESTABLECIMIENTO;
1;6;66;663;663,1;COM.MEN.PTOS.ALIMENTICIOS SIN ESTABLEC.;Si
1;6;66;663;663,2;COM.MEN.TEXTILES Y CONFECC.SIN ESTABLEC.;Si
1;6;66;663;663,3;COM.MEN.CALZADO SIN ESTABLECIMIENTO;Si
1;6;66;663;663,4;COM.MEN.DROGUERIA SIN ESTABLECIMIENTO;Si
1;6;66;663;663,9;COM.MEN.OTRAS MERCANCIAS SIN ESTABLECIM.;Si
1;6;66;664;;COM. EN EXPOSIT. Y APARAT. AUTOMATICOS;
1;6;66;664;664,1;VENTA ARTICULOS DIVERSOS EN EXPOSITORES;Si
1;6;66;664;664,9;COM.MEN.ART.DIVERSOS EN MAQUINAS;Si
1;6;66;665;;COM.MEN.POR CORREO O CATALOGO;Si
1;6;67;;;SERVICIO DE ALIMENTACION;
1;6;67;671;;EN RESTAURANTES;
1;6;67;671;671,1;RESTAURANTES CINCO TENEDORES;Si
1;6;67;671;671,2;RESTAURANTES CUATRO TENEDORES;Si
1;6;67;671;671,3;RESTAURANTES DE TRES TENEDORES;Si
1;6;67;671;671,4;RESTAURANTES DE DOS TENEDORES;Si
1;6;67;671;671,5;RESTAURANTES DE UN TENEDOR;Si
1;6;67;672;;EN CAFETERIAS;
1;6;67;672;672,1;CAFETERIAS TRES TAZAS;Si
1;6;67;672;672,2;CAFETERIAS DOS TAZAS;Si
1;6;67;672;672,3;CAFETERIAS DE UNA TAZA;Si
1;6;67;673;;EN CAFES, BARES, CON Y SIN COMIDA;
1;6;67;673;673,1;BARES CATEGORIA ESPECIAL;Si
1;6;67;673;673,2;OTROS CAFES Y BARES;Si
1;6;67;674;;ESPECIALES EN REST., CAFET. Y CAFE-BAR;
1;6;67;674;674,1;CAFE-BAR EN VEHICULO;Si
1;6;67;674;674,2;CAFE-BAR EN FERROCARRILES;Si
1;6;67;674;674,3;CAFE-BAR EN BARCOS;Si
1;6;67;674;674,4;CAFE-BAR AERONAVES;Si
1;6;67;674;674,5;CAFE-BAR SOCIEDADES,CASINOS,CLUBES...;Si
1;6;67;674;674,6;CAFE-BAR TEATROS Y CINES;Si
1;6;67;674;674,7;SERVICIOS EN PARQUES O RECINTOS FERIALES;Si
1;6;67;675;;CAFES-BARES EN QUIOSCOS,CAJONES,BARRACAS;Si
1;6;67;676;;CHOCOLATERIAS,HELADERIAS Y HORCHATERIAS;Si
1;6;67;677;;S.PRESTADOS FUERA ESTABLEC. O.SERV.ALIM.;
1;6;67;677;677,1;HOSTELERIA Y RESTAURACION SIN ESTABLEC.;Si
1;6;67;677;677,9;OTROS SERV. ALIMENTACION - RESTAURACION;Si
1;6;68;;;SERVICIO DE HOSPEDAJE;
1;6;68;681;;HOSPEDAJE EN HOTELES Y MOTELES;Si
1;6;68;682;;HOSPEDAJE EN HOSTALES Y PENSIONES;Si
1;6;68;683;;HOSPEDAJES EN FONDAS Y CASAS HUESPEDES;Si
1;6;68;684;;HOSPEDAJE EN APARTA-HOTELES;Si
1;6;68;685;;ALOJAMIENTOS TURISTICOS EXTRAHOTELEROS;Si
1;6;68;686;;EXPLOTACION APARTAMENTOS PRIVADOS;Si
1;6;68;687;;CAMPAMENTOS TURISTICOS;
1;6;68;687;687,1;CAMPAMENTOS DE LUJO;Si
1;6;68;687;687,2;CAMPAMENTOS DE PRIMERA CLASE;Si
1;6;68;687;687,3;CAMPAMENTOS DE SEGUNDA CLASE;Si
1;6;68;687;687,4;CAMPAMENTOS DE TERCERA CLASE;Si
1;6;69;;;REPARACIONES;
1;6;69;691;;REP.ART.ELEC. HOGAR,VEHIC.Y OTROS BIENES;
1;6;69;691;691,1;REPARACION ART. ELECTRODOMESTICOS;Si
1;6;69;691;691,2;REPARACION AUTOMOVILES Y BICICLETAS;Si
1;6;69;691;691,9;REPARACION OTROS BIENES CONSUMO NCOP;Si
1;6;69;692;;REPARACION DE MAQUINARIA INDUSTRIAL;Si
1;6;69;699;;OTRAS REPARACIONES NCOP;Si
1;7;;;;TRANSPORTES Y COMUNICACIONES;
1;7;71;;;TRANSPORTE POR FERROCARRIL;
1;7;71;711;;TTE. FERROCARRIL DE VIA NORMAL;Si
1;7;71;711;711,1;TTE.FERROVIARIO DE VIAJEROS VIA NORMAL;
1;7;71;711;711,2;TTE.FERROVIARIO MERCACIAS VIA NORMAL;
1;7;71;712;;TTE. FERROVIARIO DE VIA ESTRECHA;Si
1;7;71;712;712,1;TTE.FERROVIARIO VIAJEROS VIA ESTRECHA;
1;7;71;712;712,2;TTE.FERROVIARIO MERCANCIAS VIA ESTRECHA;
1;7;72;;;OTROS TRANSPORTES TERRESTRES;
1;7;72;721;;TRANSPORTE DE VIAJEROS;
1;7;72;721;721,1;TTE. URBANO COLECTIVO;Si
1;7;72;721;721,2;TTE. POR AUTOTAXIS;Si
1;7;72;721;721,3;TTE. VIAJEROS POR CARRETERA;Si
1;7;72;721;721,4;TRANSPORTE SANITARIO EN AMBULANCIAS;Si
1;7;72;722;;TTE. MERCANCIAS POR CARRETERA;Si
1;7;72;729;;OTROS TTES. TERRESTRES NCOP;Si
1;7;72;729;729,1;TTE. FERROCARRIL DE CREMALLERA;
1;7;72;729;729,2;TTE. TELEFERICOS Y FUNICULARES;
1;7;72;729;729,3;OTROS SERVICIOS DE TTE. TERRESTRE;
1;7;73;;;TRANSP. MARIT. Y POR VIAS NAVEG. INTERI.;
1;7;73;731;;TRANSP. MARIT.INTERN.(EXC.CRUD.Y GASES);
1;7;73;731;731,1;TTE. MARITIMO INTERNACIONAL PASAJEROS;Si
1;7;73;731;731,2;TTE. MARITIMO INTERNACIONAL MERCANCIAS;Si
1;7;73;732;;TTE. MARITIMO DE CRUDOS Y GASES;Si
1;7;73;732;732,1;TTE. MARITIMO INTERNACIONAL PTOS PETROL.;
1;7;73;732;732,2;TTE. CABOTAJE PTOS. PETROLIFEROS Y GAS;
1;7;73;732;732,3;TTE. VIAS NAVEGABLES INTERIOR PETROL Y G;
1;7;73;733;;TRANSP. CABOT. Y V.N.(EXC.CRUD.Y GASES);
1;7;73;733;733,1;TTE. CABOTAJE Y VIAS INTERIOR VIAJEROS;Si
1;7;73;733;733,2;TTE. CABOTAJE Y VIAS INTERIOR MERCANCIAS;Si
1;7;73;733;733,3;TRANSBORDADORES, FERRY BOATS Y SIMIL;Si
1;7;73;733;733,4;TTE.MARITIMO PASAJEROS EN JET-FOIL;Si
1;7;74;;;TRANSPORTE AEREO;
1;7;74;741;;TRANSPORTE AEREO REGULAR;
1;7;74;741;741,1;TTE. AEREO NACIONAL DE VIAJEROS;Si
1;7;74;741;741,2;TTE. AEREO NACIONAL MERCANCIAS;Si
1;7;74;741;741,3;TTE. AEREO INTERNACIONAL DE VIAJEROS;Si
1;7;74;741;741,4;TTE. AEREO INTERNACIONAL MERCANCIAS;Si
1;7;74;742;;TRANSPORTE AEREO NO REGULAR;
1;7;74;742;742,1;TTE. AEREO NACIONAL VIAJEROS;Si
1;7;74;742;742,2;TTE. AEREO NACIONAL DE MERCANCIAS;Si
1;7;74;742;742,3;TTE. AEREO INTERNAC.VIAJEROS CHARTER;Si
1;7;74;742;742,4;TTE. AEREO INTERNAC. MERCANCIAS CHARTER;Si
1;7;75;;;ACTIVIDADES ANEXAS A LOS TRANSPORTES;
1;7;75;751;;ACT. ANEXAS AL TRANSP. TERRESTRE;
1;7;75;751;751,1;GUARDIA Y CUSTODIA VEHICULOS EN GARAJES;Si
1;7;75;751;751,2;GUARDIA Y CUSTODIA VEHICULOS PARKING;Si
1;7;75;751;751,3;GUARDIA Y CUSTODIA VEHICULOS EN SOLARES;Si
1;7;75;751;751,4;EXPLOTACION AUTOPISTAS Y TUNELES PEAJE;Si
1;7;75;751;751,5;ENGRASE Y LAVADO DE VEHICULOS;Si
1;7;75;751;751,6;SERVICIOS DE CARGA Y DESCARGA MERCANCIAS;Si
1;7;75;752;;ACT. ANEXAS AL TRANSP. MARIT. Y V. N. I.;
1;7;75;752;752,1;SERVICIOS PILOTAJE Y PRACTICOS PUERTOS;Si
1;7;75;752;752,2;SERVICIOS TRANSBORDO DE BARCOS;Si
1;7;75;752;752,3;SERVICIOS DE REMOLQUE DE NAVIOS;Si
1;7;75;752;752,4;SERVICIOS LIMPIEZA Y DESINFECCION BARCOS;Si
1;7;75;752;752,5;SERV. SALVAMENTO Y RECUPERACION BARCOS;Si
1;7;75;752;752,6;SERVICIOS CARGA Y DESCARGA DE BUQUES;Si
1;7;75;752;752,7;EXPLOTACION DE PUERTOS,CANALES Y DIQUES;Si
1;7;75;752;752,8;SERV. SEÑALES MARITIMAS Y COSTERAS;Si
1;7;75;753;;ACT. ANEXAS AL TRANSP. AEREO;
1;7;75;753;753,1;TERMINALES LINEAS TTE. AEREO AEROPUERTOS;Si
1;7;75;753;753,2;SERVICIO DE CONTROL DE NAVEGACION AEREA;Si
1;7;75;753;753,3;SERV. HANGARES Y ESTACIONAMIENTO AVIONES;Si
1;7;75;753;753,4;SERV. REMOLQUE, Y MANTENIMIENTO AVIONES;Si
1;7;75;753;753,5;EXPLOTACION INTEGRAL DE AEROPUERTOS;Si
1;7;75;753;753,9;OTROS SERV. ANEXOS AL TTE. AEREO NCOP;Si
1;7;75;754;;DEPOSITOS Y ALMACENES DE MERCANCIAS;
1;7;75;754;754,1;DEPOSITOS Y ALMACENES GENERALES;Si
1;7;75;754;754,2;DEPOSITOS Y ALMACENES DE VEHICULOS;Si
1;7;75;754;754,3;SILOS Y OTROS ALMACENES DE GRANOS;Si
1;7;75;754;754,4;ALMACENES FRIGORIFICOS;Si
1;7;75;754;754,5;ALMACENES Y DEPOSITOS DE LIQUIDOS;Si
1;7;75;754;754,6;GUARDAMUEBLES;Si
1;7;75;754;754,9;OTROS DEPOSITOS ESPECIALES NCOP;Si
1;7;75;755;;AGENCIAS DE VIAJES;Si
1;7;75;755;755,1;SERVICIOS A OTRAS AGENCIAS DE VIAJES;
1;7;75;755;755,2;SERV. AL PUBLICO DE AGENCIAS DE VIAJES;
1;7;75;756;;ACTIV. AUXILIARES Y COMPLEMENTARIAS TTE.;Si
1;7;75;756;756,1;AGENCIAS DE TTE., TRANSITARIOS;
1;7;75;756;756,2;CONSIGNATARIOS DE BUQUES;
1;7;75;756;756,9;OTROS SERVICIOS DE MEDIACION DEL TTE.;
1;7;75;757;;SERVICIO DE MUDANZAS;Si
1;7;76;;;TELECOMUNICACIONES;
1;7;76;761;;SERVICIOS TELEFONICOS;
1;7;76;761;761,1;SERVICIOS DE TELEFONIA FIJA;Si
1;7;76;761;761,2;SERVICIOS DE TELEFONIA MOVIL;Si
1;7;76;769;;OTROS SERVICIOS DE TELECOMUNICACION;Si
1;7;76;769;769,1;TELECOMUNICACION MOVIL;
1;7;76;769;769,2;TELETRANSMISION DE DATOS;
1;7;76;769;769,3;TELECOMUNICACION VIA SATELITE;
1;7;76;769;769,9;OTROS SERV. PRIVADOS TELECOMUNICACION;
1;8;;;;INST. FINACIERAS, SEGUROS.SER.PR. Y ALQ.;
1;8;81;;;INSTITUCIONES FINANCIERAS;
1;8;81;811;;BANCA;Si
1;8;81;812;;CAJAS DE AHORRO;Si
1;8;81;819;;OTRAS INSTITUCIONES FINANCIERAS;
1;8;81;819;819,1;INSTITUCIONES DE CREDITO;Si
1;8;81;819;819,2;ESTABLECIMIENTOS FINANCIEROS DE CREDITO;Si
1;8;81;819;819,3;"ESTABLEC.FINANCIEROS CREDITO ""PRESTAMOS""";Si
1;8;81;819;819,4;"ESTABLEC.FINANCIEROS CREDITO ""FACTORING""";Si
1;8;81;819;819,5;"ESTABLEC.FINANCIEROS CREDITO ""ARRENDAM.""";Si
1;8;81;819;819,6;ENTIDADES DE CAMBIO DE MONEDA;Si
1;8;81;819;819,9;OTRAS ENTIDADES FINANCIERAS NCOP;Si
1;8;82;;;SEGUROS;
1;8;82;821;;ENTIDADES ASEGURADORES DE VIDA Y CAPIT.;Si
1;8;82;821;821,1;SEGUROS DE VIDA;
1;8;82;821;821,2;SEGUROS DE CAPITALIZACION;
1;8;82;821;821,3;SEGUROS MIXTOS DE VIDA Y CAPITALIZACION;
1;8;82;822;;ASEGURADORAS DE ENFERMEDAD Y RIESGOS;Si
1;8;82;822;822,1;SEGUROS DE ASISTENCIA SANITARIA;
1;8;82;822;822,2;SEGUROS DE ENTIERRO;
1;8;82;822;822,3;SEGUROS DE DAåOS MATERIALES;
1;8;82;822;822,4;SEGUROS DE TRANSPORTES;
1;8;82;822;822,9;OTROS SEGUROS;
1;8;82;823;;OTRAS ENTIDADES ASEGURADORAS;Si
1;8;83;;;AUX.FINANCIEROS Y SEGUROS.ACT.INMOBILIA.;
1;8;83;831;;AUXILIARES FINANCIEROS;
1;8;83;831;831,1;SERV.COMPRA-VTA. DE VALORES MOBILIARIOS;Si
1;8;83;831;831,2;SER. FINANC. CONTRATACION PRODUCTOS;Si
1;8;83;831;831,3;SERV. DE COMPENSACION BANCARIA;Si
1;8;83;831;831,9;OTROS SERVICIOS FINANCIEROS NCOP;Si
1;8;83;832;;AUXILIARES DE SEGUROS;
1;8;83;832;832,1;AGENCIAS DE SEGUROS Y CORREDURIAS;Si
1;8;83;832;832,2;SERV. TASACION Y TARIFICACION SEGUROS;Si
1;8;83;832;832,9;OTROS SERV. AUXILIARES DE SEGUROS;Si
1;8;83;833;;PROMOCION INMOBILIARIA;
1;8;83;833;833,1;PROMOCION INMOBILIARIA DE TERRENOS;Si
1;8;83;833;833,2;PROMOCION INMOBILIARIA DE EDIFICACIONES;Si
1;8;83;834;;SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA;Si
1;8;84;;;SERVICIOS PRESTADOS A LAS EMPRESAS;
1;8;84;841;;SERVICIOS JURIDICOS;Si
1;8;84;842;;SERVICIOS FINANCIEROS Y CONTABLES;Si
1;8;84;843;;SERV. TECNIC.(INGEN.,ARQUIT.,URBAN.,ETC);
1;8;84;843;843,1;SERVICIOS TECNICOS DE INGENIERIA;Si
1;8;84;843;843,2;SERV. TEC. DE ARQUITECTURA;Si
1;8;84;843;843,3;SERV. TEC. PROSPECCIONES Y GEOLOGIA;Si
1;8;84;843;843,4;SERV. TECNICOS DE TOPOGRAFIA;Si
1;8;84;843;843,5;SERV. TECNICOS DE DELINEACION;Si
1;8;84;843;843,6;INSPECCION TECNICA DE VEHICULOS;Si
1;8;84;843;843,9;OTROS SERVICIOS TECNICOS NCOP;Si
1;8;84;844;;SERVICIOS PUBLICIDAD, RELACIONES PUBLIC.;Si
1;8;84;845;;EXPLOTACION ELECTRONICA POR TERCEROS;Si
1;8;84;846;;EMPRESAS DE ESTUDIO DE MERCADO;Si
1;8;84;847;;SERV.INTEGRALES DE CORREOS Y TELECOMUNIC;Si
1;8;84;849;;OTROS SERVICIOS PRESTADOS N.C.O.P.;
1;8;84;849;849,1;COBROS DE DEUDAS Y CONFECCION FACTURAS;Si
1;8;84;849;849,2;SERV. MECANOGRAFICOS, TAQUIGRAFICOS, ETC;Si
1;8;84;849;849,3;SERV. TRADUCCION Y SIMILARES;Si
1;8;84;849;849,4;SERV. CUSTODIA, SEGURIDAD Y PROTECCION;Si
1;8;84;849;849,5;SERVICIOS MENSAJERIA,RECADER., Y REPARTO;Si
1;8;84;849;849,6;SERV.COLOCACION Y SUMINISTRO DE PERSONAL;Si
1;8;84;849;849,7;SERV. GESTION ADMINISTRATIVA;Si
1;8;84;849;849,8;MULTISERVICIOS INTENSIVOS EN PERSONAL;Si
