Sección;División;Agrupación;Grupo;Epígrafe;Denominación;Alta en I.A.E.
1;8;84;849;849,9;OTROS SERVICIOS INDEPENDIENTES NCOP;Si
1;8;85;;;ALQUILER DE BIENES MUEBLES;
1;8;85;851;;ALQUILER MAQUINARIA Y EQUIPO AGRICOLA;Si
1;8;85;852;;ALQUILER MAQUINARIA Y EQUIP. CONSTRUCC.;Si
1;8;85;853;;ALQUILER MAQ. Y EQUIPO CONTABLE;Si
1;8;85;854;;ALQUILER AUTOMOVILES SIN CONDUCTOR;
1;8;85;854;854,1;ALQUILER AUTOMOVILES SIN CONDUCTOR;Si
1;8;85;854;854,2;"ALQUILER AUTOMOVILES EN ""RENTING""";Si
1;8;85;855;;ALQUILER DE OTROS MEDIOS DE TRANSPORTE;
1;8;85;855;855,1;ALQUILER DE AERONAVES DE TODAS CLASES;Si
1;8;85;855;855,2;ALQUILER DE EMBARCACIONES;Si
1;8;85;855;855,3;ALQUILER DE BICICLETAS;Si
1;8;85;855;855,9;ALQUILER OTROS MEDIOS TRANSP. N.C.O.P.;Si
1;8;85;856;;ALQUILER DE BIENES DE CONSUMO;
1;8;85;856;856,1;ALQUILER DE BIENES DE CONSUMO;Si
1;8;85;856;856,2;ALQUILER DE PELICULAS DE VIDEO;Si
1;8;85;857;;ALQUILER DE APARATOS DE MEDIDA;
1;8;85;857;857,1;ALQUILER DE APARATOS DE MEDIDA;Si
1;8;85;857;857,2;SERV.DE PESA A MEDIDA SIN ALQUILER;Si
1;8;85;857;857,3;ALQUILER CONTADORES PARA AUTOMOVILES;Si
1;8;85;857;857,4;ALQUILER, LEC., CONS., CONTADORES DE LUZ;Si
1;8;85;857;857,5;LECTURA Y CONS. CONTAD. LUZ TANTO ALZADO;Si
1;8;85;857;857,6;ALQUILER, LEC. Y CONS. CONTADORES GAS;Si
1;8;85;857;857,7;LECTURA Y CONS. DE CONTADORES DE GAS;Si
1;8;85;857;857,8;ALQUILER, LEC. Y CONS. CONTADORES AGUA;Si
1;8;85;857;857,9;LECTURA Y CONS. DE CONTADORES DE AGUA;Si
1;8;85;859;;ALQUILER OTROS BIENES MUEBLES NCOP;Si
1;8;86;;;ALQUILER DE BIENES INMUEBLES;
1;8;86;861;;ALQ. DE BIENES INMUEBLES DE NAT. URBANA;
1;8;86;861;861,1;ALQUILER DE VIVIENDAS;Si
1;8;86;861;861,2;ALQUILER LOCALES INDUSTRIALES;Si
1;8;86;862;;ALQUILER INMUEBLES RUSTICOS;Si
1;9;;;;OTROS SERVICIOS;
1;9;91;;;SERV. AGRIC. GANAD. FOREST. Y PESQUEROS;
1;9;91;911;;SERVICIOS AGRICOLAS Y GANADEROS;Si
1;9;91;912;;SERVICIOS FORESTALES,PESCA Y ACUICULTURA;Si
1;9;92;;;SERV. SANEA.,LIMPIEZA Y CONTRA INCENDIOS;
1;9;92;921;;SERV. SANEAMIENTO DE VIAS PUBLICAS;
1;9;92;921;921,1;SERV. LIMPIEZA DE VIAS Y JARDINES;Si
1;9;92;921;921,2;SERV. RECOGIDA DE BASURAS Y DESECHOS;Si
1;9;92;921;921,3;EXTERMINIO ANIMALES DAÑINOS Y DESIFECC.;Si
1;9;92;921;921,4;SERV.ALCANTARILLADO, EVACUACION AGUAS;Si
1;9;92;921;921,5;SERVICIOS INCINERACION, ELIM. BASURAS;Si
1;9;92;921;921,6;SERV.PROTECCION Y ACONDIC. AMBIENTAL;Si
1;9;92;921;921,7;SERV. PROTECCION CONTRA INCENDIOS;Si
1;9;92;921;921,8;SERV. ADMON. CEMENTERIOS;Si
1;9;92;921;921,9;OTROS SERVICIOS DE SANEAMIENTO N.C.O.P.;Si
1;9;92;922;;SERVICIOS DE LIMPIEZA;Si
1;9;92;922;922,1;SERV. LIMPIEZA INTERIORES;
1;9;92;922;922,2;SERV. ESPECIALIZADOS DE LIMPIEZA;
1;9;93;;;EDUCACION E INVESTIGACION;
1;9;93;931;;ENSE#ANZA REGLADA;
1;9;93;931;931,1;GUARDERIA Y ENSEÑANZA INFANTIL,EXCLUSIV.;Si
1;9;93;931;931,2;ENSEÑANZA DE EDUCACION BASICA;Si
1;9;93;931;931,3;ENSEÑANZA BACHILLERATO, F.P., Y C.O.U.;Si
1;9;93;931;931,4;ENSEÑANZA REGLADA (PREESC,EGB,BUP,FP,COU;Si
1;9;93;931;931,5;ENSEÑANZA DE EDUCACION SUPERIOR;Si
1;9;93;932;;ENSE#ANZA NO REGLADA Y EDUCACION SUPER.;
1;9;93;932;932,1;ENSEÑANZA FORMACION PROF. NO SUPERIOR;Si
1;9;93;932;932,2;ENSEÑANZA FORM. PROFESIONAL SUPERIOR;Si
1;9;93;933;;OTRA ACTIVIDADES DE ENSE#ANZA;
1;9;93;933;933,1;ENSEÑANZA CONDUCCION VEHICULOS;Si
1;9;93;933;933,2;PROMOC. CURSOS Y ESTUDIOS EN EL EXTRANJ.;Si
1;9;93;933;933,9;OTROS ACTIV. ENSEÑANZA;Si
1;9;93;934;;ENSEÑANZA FUERA ESTABLECIMIENTO PERMANEN;Si
1;9;93;935;;COLEGIOS MAYORES Y RESIDENCIAS DE ESTUD.;
1;9;93;935;935,1;COLEGIOS MAYORES;Si
1;9;93;935;935,2;RESIDENCIAS DE ESTUDIANTES;Si
1;9;93;936;;INVESTIGACION CIENTIFICA Y TECNICA;Si
1;9;93;936;936,1;INVESTIGACION CC. EXACTAS Y NATURALES;
1;9;93;936;936,2;INVESTIGACION CC. MEDICAS;
1;9;93;936;936,3;INVESTIGACIONES AGRARIAS;
1;9;93;936;936,4;INVEST. CC. SOCIALES,HUMANIDADES;
1;9;93;936;936,5;INVESTIGACION TECNICA INDUSTRIAL;
1;9;93;936;936,9;OTRAS INVESTIGACIONES CIENTIFICAS NCOP;
1;9;94;;;SANIDAD Y SERVICIOS VETERINARIOS;
1;9;94;941;;HOSPITALES,CLINICAS Y SANATORIOS;
1;9;94;941;941,1;HOSPITALES GENERALES;Si
1;9;94;941;941,2;HOSPITALES ESPECIALIZADOS;Si
1;9;94;942;;OTROS ESTAB.SANITARIOS,BALNEARIOS,BAåOS;
1;9;94;942;942,1;CONSULTORIOS MEDICOS, SANITARIOS...;Si
1;9;94;942;942,2;BALNEARIOS Y BAÑOS;Si
1;9;94;942;942,9;OTROS SERV. SANITARIOS;Si
1;9;94;943;;CONSULTAS CLINICAS ESTOMAT. Y ODONTOLOG.;Si
1;9;94;944;;SERV. NATUROPATIA,ACUPUNTURA,PARASANIT.;Si
1;9;94;945;;CONSULTAS Y CLINICAS VETERINARIAS;Si
1;9;95;;;ASISTENCIA Y SERVICIOS SOCIALES;
1;9;95;951;;ASISTENCIA Y SERV. SOCIALES DISMINUIDOS;Si
1;9;95;952;;ASIST. Y SERV. DISMINUIDOS NO RESIDENC.;Si
1;9;96;;;SERVICIOS RECREATIVOS Y CULTURALES;
1;9;96;961;;PRODUC. Y SERV. PELIC. CINEM.(I. VIDEOS);
1;9;96;961;961,1;PRODUCCION PELICULAS CINEMATOGRAFICAS;Si
1;9;96;961;961,2;DOBLAJE, MONTAJE DE PELICULAS;Si
1;9;96;961;961,3;DECORACIONES ESCENICAS PELICULAS;Si
1;9;96;962;;DISTRIBUCION PELIC. CINEM. Y VIDEOS;
1;9;96;962;962,1;DISTRIBUCION Y VENTA DE PELICULAS;Si
1;9;96;962;962,2;DISTRIBUCION Y VTA MAY. PELICULAS;Si
1;9;96;963;;EXHIBICION PELIC. CINEM. Y VIDEOS;
1;9;96;963;963,1;EXHIBICION DE PELICULAS CINEMATOGRAFICAS;Si
1;9;96;963;963,2;EXHIBICION PELICULAS AIRE LIBRE;Si
1;9;96;963;963,3;EXHIBICION PELICULAS SIN ESTABLECIMIENTO;Si
1;9;96;963;963,4;EXHIBICION PELICULAS ESTABLEC. DISTINTOS;Si
1;9;96;964;;SERV. RADIODIF. TV. Y ENLACE Y TRANS. TV;
1;9;96;964;964,1;SERVICIOS DE RADIODIFUSION;Si
1;9;96;964;964,2;SERVICIOS DE TELEVISION;Si
1;9;96;964;964,3;SERV.TRANSMISION Y ENLACE SEÑALES TV;Si
1;9;96;965;;ESPECTACULOS (EXCEPTO CINE Y DEPORTES);
1;9;96;965;965,1;ESPECTACULOS EN SALAS Y LOCALES;Si
1;9;96;965;965,2;ESPECTACULOS AL AIRE LIBRE;Si
1;9;96;965;965,3;ESPECTACULOS FUERA ESTABLECIMIENTO;Si
1;9;96;965;965,4;EMPRESAS DE ESPECTACULOS;Si
1;9;96;965;965,5;ESPECTACULOS TAURINOS;Si
1;9;96;966;;BIBLIOT.,ARCHIV.,MUSEOS,JARDINES Y ZOO;
1;9;96;966;966,1;BIBLIOTECAS Y MUSEOS;Si
1;9;96;966;966,2;ZOOLOGICOS, BOTANICOS Y SIMILARES;Si
1;9;96;966;966,9;OTROS SERVICIOS CULTURALES NCOP;Si
1;9;96;967;;INSTAL. DEPORT. Y ESCUELAS Y PERFEC.DEP.;
1;9;96;967;967,1;INSTALACIONES DEPORTIVAS;Si
1;9;96;967;967,2;ESCUELAS Y SERV. PERFECC. DEL DEPORTE;Si
1;9;96;967;967,3;ALQUILER ARTICULOS DEPORTE EN INST. DEP.;Si
1;9;96;968;;ESPECTACULOS DEPORTIVOS;
1;9;96;968;968,1;INSTALAC. CELEB. ESPECTACULOS DEPORTIVOS;Si
1;9;96;968;968,2;ORGANIZACION ESPECTACULOS DEPORTIVOS;Si
1;9;96;968;968,3;ORGANIZ.ESPECT.DEPORT. FEDERAC. Y CLUBES;Si
1;9;96;969;;OTROS SERVICIOS RECREATIVOS N.C.O.P.;
1;9;96;969;969,1;SALAS DE BAILE Y DISCOTECAS;Si
1;9;96;969;969,2;CASINOS DE JUEGO;Si
1;9;96;969;969,3;JUEGOS DE BINGO;Si
1;9;96;969;969,4;MAQUINAS RECREATIVAS Y DE AZAR;Si
1;9;96;969;969,5;JUEGOS BILLAR, PING-PONG, BOLOS Y OTROS;Si
1;9;96;969;969,6;SALONES RECREATIVOS Y DE JUEGO;Si
1;9;96;969;969,7;OTRAS MAQUINAS AUTOMATICAS;Si
1;9;97;;;SERVICIOS PERSONALES;
1;9;97;971;;LAVANDERIAS Y TINTORERIAS;
1;9;97;971;971,1;TINTE,LIMP. SECO, LAVADO Y PLANCHADO;Si
1;9;97;971;971,2;LIMPIEZA Y TEÑIDO DEL CALZADO;Si
1;9;97;971;971,3;ZURCIDO Y REPARACION DE ROPAS;Si
1;9;97;972;;PELUQUERIAS Y SALONES DE BELLEZA;
1;9;97;972;972,1;SERV. PELUQUERIA SEÑORAS Y CABALLEROS;Si
1;9;97;972;972,2;SALONES E INSTITUTOS DE BELLEZA;Si
1;9;97;973;;SERVICIOS FOTOGRAFICOS Y FOTOCOPIAS;
1;9;97;973;973,1;SERVICIOS FOTOGRAFICOS;Si
1;9;97;973;973,2;MAQUINAS AUTOMAT. FOTOGRAFIAS Y FOTOCOP.;Si
1;9;97;973;973,3;SERV. COPIAS DOCUMENTOS MAQ.FOTOCOPIA;Si
1;9;97;974;;AGENCIAS PRESTACION SERV. DOMESTICOS;Si
1;9;97;975;;SERVICIOS DE ENMARCACION;Si
1;9;97;979;;OTROS SERVICIOS PERSONALES N.C.O.P.;
1;9;97;979;979,1;SERV. POMPAS FUNEBRES;Si
1;9;97;979;979,2;ADORNO DE TEMPLOS Y OTROS LOCALES;Si
1;9;97;979;979,3;AGENCIAS MATRIMONIALES Y OTROS SERVICIOS;Si
1;9;97;979;979,4;ADIESTRAMIENTO Y CUIDADOS DE ANIMALES;Si
1;9;97;979;979,9;OTROS SERVICIOS PERSONALES NCOP;Si
1;9;98;;;PARQUES DE RECREO, FERIAS Y VERBENAS;
1;9;98;981;;JARD., PARQ.ATRACC. Y ACUAT. Y PIST.PAT.;
1;9;98;981;981,1;CURIOSIDADES EN PARQUES, GRUTAS, ...;Si
1;9;98;981;981,2;JARDINES DE RECREO;Si
1;9;98;981;981,3;PARQUES DE ATRACCIONES (TAMB. ACUATICOS);Si
1;9;98;982;;TOMBOL., VERB., LOTERIAS, APUEST.DEPORT.;
1;9;98;982;982,1;TOMBOLAS Y RIFAS AUTORIZADAS ESTABLECIM.;Si
1;9;98;982;982,2;TOMBOLAS Y RIFAS AUTOR. SIN ESTABLECIM.;Si
1;9;98;982;982,3;EXPOSICION FIGURAS DE CERA ESTABLECIM.;Si
1;9;98;982;982,4;OTRAS ATRACC.,SERVICIOS, FUERA ESTABLEC.;Si
1;9;98;982;982,5;ORGANIZ.Y CELEB.APUESTAS DEPORT.LOTERIA;Si
1;9;98;983;;AGENCIAS DE COLOCACION DE ARTISTAS;Si
1;9;98;989;;OTRAS ACTIV. DEL ESPECTACULO Y TURISMO;
1;9;98;989;989,1;EXPEDICION BILLETES ESPECTACULOS;Si
1;9;98;989;989,2;SERV. ORGANIZ. CONGRESOS,ASAMBLEAS, ...;Si
1;9;98;989;989,3;PARQUES O RECINTOS FERIALES;Si
1;9;99;;;SERVICIOS NO CLASIF. EN OTRAS RUBRICAS;
1;9;99;991;;PREST.SERV.SOCIED.DESARROLLO INDUS. REG.;Si
1;9;99;999;;OTROS SERVICIOS N.C.O.P.;
2;;;;;ACTIVIDADES PROFESIONALES;
2;0;;;;AGRIC.,GANAD.,CAZA,SILVICULTURA Y PESCA;
2;0;1;;;LICEN. BIOLOGICAS,ING.AGRONOMOS Y MONTES;
2;0;1;11;;DOCTORES Y LICENCIADOS EN BIOLOGIA;Si
2;0;1;12;;INGENIEROS AGRONOMOS Y DE MONTES;Si
2;0;1;13;;VETERINARIOS;Si
2;0;2;;;ING. TECN. AGRICOLAS, AGRONOMOS Y SIMIL.;
2;0;2;21;;TECNICOS BIOLOGIA, AGRONOMIA Y SILVICULT;Si
2;0;2;22;;INGENIEROS TEC. AGRICOLAS Y FORESTALES;Si
2;0;2;23;;INGENIEROS TECNICOS TOPOGRAFOS;Si
2;0;2;24;;AUXILIARES Y AYUDANTES VETERINARIA;Si
2;0;9;;;OTROS PROFESIONALES N.C.O.P.;
2;0;9;99;;OTRO PROFESIONALES AGRICULTURA... NCOP;Si
2;1;;;;ENERGIA, AGUA, MINERIA Y QUIMICA;
2;1;11;;;LICEN. FISICAS,GEOFIS.,GEOLOG. E I.MINAS;
2;1;11;111;;DRES.Y LICENCIADOS FISICAS Y GEOLOGICAS;Si
2;1;11;112;;INGENIEROS DE MINAS;Si
2;1;12;;;LICEN. QIMICAS;
2;1;12;121;;DRES. Y LICENCIADOS EN QUIMICAS;Si
2;1;13;;;ING. TECN. MINAS, FACULTATIVOS Y PERITOS;
2;1;13;131;;INGENIEROS TEC. MINAS FACULT. Y PERITOS;Si
2;1;19;;;OTROS PROFESIONALES N.C.O.P.;
2;1;19;199;;OTROS PROF. RELAC. ENERGIA,MINERIA,QUIM.;Si
2;2;;;;AERONAUTICA, TELECOMUN. Y MECANICA PREC.;
2;2;21;;;ING. AERON.,NAVALES,TELEC.,ARMAM.,CONST.;
2;2;21;211;;INGENIEROS AERONAUTICOS;Si
2;2;21;212;;INGENIEROS NAVALES;Si
2;2;21;213;;INGENIEROS TELECOMUNICACION;Si
2;2;21;214;;INGENIEROS ARMAMENTO;Si
2;2;22;;;ING. TECN. AERON.,ARMAM. Y CONSTRUCCION;
2;2;22;221;;INGENIEROS TEC. AERONAUTICOS;Si
2;2;22;222;;INGENIEROS TEC. TELECOMUNICACIONES;Si
2;2;22;223;;AYUDANTES INGENIEROS Y TECNICOS ICAI;Si
2;2;22;224;;DIBUJANTES TECNICOS;Si
2;2;22;225;;TECNICOS EN TELECOMUNICACION;Si
2;2;22;226;;TECNICOS EN SONIDO;Si
2;2;22;227;;TECNICOS EN ILUMINACION;Si
2;2;22;228;;INGENIEROS TECN. NAVALES,AYTES Y PERITOS;Si
2;2;29;;;OTROS PROFESIONALES N.C.O.P.;
2;2;29;299;;OTROS PROF.RELACION AERONAUTICA,COMUNIC.;Si
2;3;;;;INDUSTRIAS MANUFACTURERAS;
2;3;31;;;INGENIEROS INDUSTR. Y TEXT.;
2;3;31;311;;INGENIEROS INDUSTRIALES Y TEXTILES;Si
2;3;32;;;ING. TECN. INDUSTR. Y TEXT.,TEC.ART.GRA.;
2;3;32;321;;INGENIEROS TEC. INDUSTRIALES Y TEXTILES;Si
2;3;32;322;;TECNICOS EN ARTES GRAFICAS;Si
2;3;39;;;OTROS PROFESIONALES N.C.O.P.;
2;3;39;399;;OTROS PROFESIONALES INDUSTRIAS MANUFAC.;Si
2;4;;;;CONSTRUCCION;
2;4;41;;;ARQUITECTOS E ING. CAMIN.,CANAL. Y PUE.;
2;4;41;411;;ARQUITECTOS;Si
2;4;41;412;;INGENIEROS CAMINOS, CANALES Y PUERTOS;Si
2;4;42;;;ARQUITEC.TECN. E ING.TECN. CONSTRUCCION;
2;4;42;421;;ARQUITECTOS TECNICOS Y APAREJADORES;Si
2;4;42;422;;INGENIEROS TEC. OBRAS PUBLICAS;Si
2;4;43;;;DELINIANTES Y DECORADORES;
2;4;43;431;;DELINEANTES;Si
2;4;43;432;;DECORADORES-DISEÑADORES DE INTERIORES;Si
2;4;44;;;TECNICOS SUP. DESARROLLOS URBANISTICOS;
2;4;44;441;;TEC. SUPERIORES URBANISTICOS Y TOPOGRAFI;Si
2;4;45;;;INGENIEROS EN GEODESIA Y CARTOGRAFIA;
2;4;45;451;;INGENIEROS EN GEODESIA Y CARTOGRAFIA;Si
2;4;49;;;OTROS PROFESIONALES N.C.O.P.;
2;4;49;499;;OTROS PROFES. RELACIONADOS CONSTRUCCION;Si
2;5;;;;COMERCIO Y HOSTELERIA;
2;5;51;;;AGENTES COMERCIALES;
2;5;51;511;;AGENTES COMERCIALES;Si
2;5;52;;;TECNICOS EN HOSTELERIA;
2;5;52;521;;TECNICOS EN HOSTELERIA;Si
2;5;59;;;OTROS PROFESIONALES N.C.O.P.;
2;5;59;599;;OTROS PROF. RELAC. COMERCIO Y HOSTELERIA;Si
2;6;;;;TRANSPORTES Y COMUNICACIONES;
2;6;61;;;GESTORES O INTERMEDIARIOS Y CONDUCTORES;
2;6;61;611;;AGENTES DE FERROCARRILES;Si
2;6;61;612;;CONDUCTORES DE VEHICULOS TERRESTRES;Si
2;6;69;;;OTROS PROFESIONALES N.C.O.P.;
2;6;69;699;;OTROS PROFESIONALES RELAC. TRANSPORTE;Si
2;7;;;;ACTIV. FINANC.,JURIDICAS,SEGUROS,ALQUIL.;
2;7;71;;;SEGUROS;
2;7;71;711;;ACTUARIOS DE SEGUROS;Si
2;7;71;712;;AGENTES Y CORREDORES DE SEGUROS;Si
2;7;72;;;GESTORES PUBLICOS Y PRIVADOS;
2;7;72;721;;AGENTES COLEGIADOS PROPIEDAD IND.E INMOB;Si
2;7;72;722;;GESTORES ADMINISTRATIVOS;Si
2;7;72;723;;ADMINISTRADORES DE FINCAS;Si
2;7;72;724;;INTERMEDIARIOS PROMOCION EDIFICACIONES;Si
2;7;72;725;;HABILITADOS DE CLASES PASIVAS;Si
2;7;72;726;;GRADUADOS SOCIALES;Si
2;7;72;727;;AGENTES O INTERMEDIARIOS PRESTAMOS;Si
2;7;72;728;;AGENTES DE ADUANAS;Si
2;7;73;;;DERECHO;
2;7;73;731;;ABOGADOS;Si
2;7;73;732;;PROCURADORES;Si
2;7;73;733;;NOTARIOS;Si
2;7;73;734;;REGISTRADORES;Si
2;7;74;;;ECONOMIA,FINANZAS,INVERSIONES Y MERCADOS;
2;7;74;741;;ECONOMISTAS;Si
2;7;74;742;;INTENDENTES Y PROFESORES MERCANTILES;Si
2;7;74;743;;PERITOS MERCANTILES;Si
2;7;74;744;;DIPLOMADOS EN CIENCIAS EMPRESARIALES;Si
2;7;74;746;;CORREDORES DE COMERCIO LIBRES;Si
2;7;74;747;;AUDITORES DE CUENTAS Y CENSORES JURADOS;Si
2;7;74;748;;ADMINISTRADORES DE CARTERAS DE VALORES;Si
2;7;74;749;;CORREDORES INTERPRETES Y MARITIMOS;Si
2;7;75;;;PUBLICIDAD;
2;7;75;751;;PROFESIONALES PUBLICIDAD, RELAC.PUBLICAS;Si
2;7;76;;;INFORMATICA Y CIENCIAS EXACTAS;
2;7;76;761;;DOCTORES Y LICENCIADOS EXACTAS Y ESTAD.;Si
2;7;76;762;;DOCTORES,LICENCIADOS,INGENIEROS INFORMAT;Si
2;7;76;763;;PROGRAMADORES Y ANALISTAS INFORMATICA;Si
2;7;76;764;;DIPLOMADOS EN INFORMATICA;Si
2;7;76;765;;GRABADORES, Y OTROS PROF. INFORMATICA;Si
2;7;77;;;ACTIVIDADES DIVERSAS;
2;7;77;771;;AGENTES COBRADORES;Si
2;7;77;772;;ESTENOTIPISTAS, TAQUIMECANOGRAFOS,...;Si
2;7;77;773;;DETECTIVES PRIVADOS, VIGILANCIA, PROTECC;Si
2;7;77;774;;TRADUCTORES E INTERPRETES;Si
2;7;77;775;;DOCTORES Y LICENCIADOS EN FILOSOFIA;Si
2;7;77;776;;DRES.LICENC.POLITICAS,SOCIALES,LETRAS;Si
2;7;77;777;;ESPECIALISTAS ORIENTACION Y ANALISIS PER;Si
2;7;77;778;;DIPL. EN BIBLIOTECOMANIA Y DOCUMENTACION;Si
2;7;79;;;OTROS PROFESIONALES N.C.O.P.;
2;7;79;799;;OTROS PROF. ACTIV. FINANC. JURID. SEGUR.;Si
2;8;;;;OTROS SERVICIOS;
2;8;81;;;LIMPIEZA;
2;8;81;811;;PROFESIONALES LIMPIEZA;Si
2;8;82;;;ENSEåANZA;
2;8;82;821;;PERSONAL DOCENTE ENSEÑANZA SUPERIOR;Si
2;8;82;822;;PERSONAL DOCENTE ENSEÑANZA MEDIA;Si
2;8;82;823;;DOCENTES ENSEÑANZA GRAL. BASICA;Si
2;8;82;824;;PROFESORES FORMACION PROFESIONAL;Si
2;8;82;825;;PROFESORES CONDUCCION VEHICULOS;Si
2;8;82;826;;PERSONAL DOCENTE ENSEÑANZAS DIVERSAS;Si
2;8;83;;;SANIDAD;
2;8;83;831;;MEDICOS MEDICINA GENERAL;Si
2;8;83;832;;MEDICOS ESPECIALISTAS;Si
2;8;83;833;;ESTOMATOLOGOS;Si
2;8;83;834;;ODONTOLOGOS;Si
2;8;83;835;;FARMACEUTICOS;Si
2;8;83;836;;AYUD. TECN. SANITARIOS Y FISIOTERAPEUTAS;Si
2;8;83;837;;PROTESICOS E HIGIENISTAS DENTALES;Si
2;8;83;838;;OPTICOS-OPTOMETRISTAS Y PODOLOGOS;Si
2;8;83;839;;MASAJISTAS, DIETISTAS, Y AUX.ENFERMERIA;Si
2;8;84;;;PARASANITARIOS;
2;8;84;841;;ACUPUNTORES, NATUROPATAS Y OTROS;Si
2;8;85;;;ESPECTACULO;
2;8;85;851;;REPRESENTANTES TECNICOS DEL ESPECTACULO;Si
2;8;85;852;;APODERADOS Y REPRESENTANTES TAURINOS;Si
2;8;85;853;;AGENTES COLOCADORES ARTISTAS;Si
2;8;85;854;;EXPERTOS ORGANIZACION CONGRESOS;Si
2;8;85;855;;AGENTES Y CORREDORES APUESTAS;Si
2;8;86;;;LIBERALES, ARTISTAS Y LITERATOS;
2;8;86;861;;PINTORES,ESCULTORES,CERAMISTAS,ARTESANOS;Si
2;8;86;862;;RESTAURADORES OBRAS DE ARTE;Si
2;8;87;;;LOTERIAS,APUESTAS Y DEMAS JUEGOS DE AZAR;
2;8;87;871;;EXPENDEDORES OFICIALES LOTERIAS;Si
2;8;87;872;;EXPENDEDORES OFICIALES APUESTAS;Si
2;8;87;873;;EXPENDEDORES NO OFICIALES APUESTAS;Si
2;8;88;;;DIVERSOS;
2;8;88;881;;ASTROLOGOS Y SIMILARES;Si
2;8;88;882;;GUIAS DE TURISMO;Si
2;8;88;883;;GUIAS INTERPRETES DE TURISMO;Si
2;8;88;884;;PERITOS TASADORES:SEGUROS,ALHAJAS,...;Si
2;8;88;885;;LIQUIDADORES Y COMISARIOS DE AVERIAS;Si
2;8;88;886;;CRONOMETRADORES;Si
2;8;88;887;;MAQUILLADORES Y ESTETICISTAS;Si
2;8;88;888;;GRAFOLOGOS;Si
2;8;89;;;OTROS PROFESIONALES N.C.O.P.;
2;8;89;899;;OTROS PROF. RELACIONADOS CON SERVICIOS;Si
3;;;;;ACTIVIDADES ARTISTICAS;
3;;1;;;CINE , TEATRO Y CIRCO;
3;;1;11;;DIRECTORES DE CINE Y TEATRO;Si
3;;1;12;;AYUDANTES DE DIRECCION;Si
3;;1;13;;ACTORES DE CINE Y TEATRO;Si
3;;1;14;;EXTRAS ESPECIALISTAS, DOBLES, COMPARSAS;Si
3;;1;15;;OPERADORES CAMARA:CINE,TV.,VIDEO;Si
3;;1;16;;HUMORISTAS,CARICATOS,EXCENTRICOS;Si
3;;1;17;;APUNTADORES Y REGIDORES;Si
3;;1;18;;ARTISTAS CIRCENSES;Si
3;;1;19;;ACTIVIDADES CINE,TEATRO, Y CIRCO NCOP;Si
3;;2;;;BAILE;
3;;2;21;;DIRECTORES COREOGRAFICOS;Si
3;;2;22;;BAILARINES;Si
3;;2;29;;OTRAS ACTIV. DEL BAILE NCOP;Si
3;;3;;;MUSICA;
3;;3;31;;MAESTROS Y DIRECTORES DE MUSICA;Si
3;;3;32;;INTERPRETES DE INSTRUMENTOS MUSICALES;Si
3;;3;33;;CANTANTES;Si
3;;3;39;;OTRAS ACTIV. RELAC. MUSICA NCOP;Si
3;;4;;;DEPORTE;
3;;4;41;;JUGADORES Y ENTRENADORES DE FUTBOL;Si
3;;4;42;;JUGADORES,ENTRENADORES, DE TENIS Y GOLF;Si
3;;4;43;;PILOTOS,ENTRENADORES MOTO Y AUTOCICLISMO;Si
3;;4;44;;BOXEADORES,ENTRENADORES DE BOXEO;Si
3;;4;45;;JUGADORES,ENTRENADORES DE BALONCESTO;Si
3;;4;46;;CORREDORES,ENTRENADORES DE CICLISMO;Si
3;;4;47;;BALONMANO,VOLEIBOL,PELOTA,HIPICA,LUCHA;Si
3;;4;48;;ARBITROS DE ESPECTACULOS DEPORTIVOS;Si
3;;4;49;;OTRAS ACTIV. RELACIONADAS DEPORTE NCOP;Si
3;;5;;;TAURINOS;
3;;5;51;;MATADORES DE TOROS;Si
3;;5;52;;REJONEADORES;Si
3;;5;53;;SUBALTERNOS;Si
3;;5;54;;JEFES DE CUADRILLAS COMICAS Y SIMILARES;Si
3;;5;55;;OTRO PERSONAL CUADRILLAS COMICAS Y SIMIL;Si
3;;5;59;;OTRAS ACTIV. ESPEC.TAURINOS NCOP;Si
